ID,Word,Sentence,Correct Sense,Definition
1147,mint,"The book was mint condition, with no creases in the spine.",perfect condition,"in pristine or unused condition, as if newly made"
1148,mint,She described the laptop as mint condition in the listing.,perfect condition,"in pristine or unused condition, as if newly made"
1149,mint,He collected only mint condition coins for his display case.,perfect condition,"in pristine or unused condition, as if newly made"
1150,mint,The shoes had been worn once and were almost mint condition.,perfect condition,"in pristine or unused condition, as if newly made"
1151,mint,She stored her collectibles carefully to preserve their mint condition.,perfect condition,"in pristine or unused condition, as if newly made"
1152,mint,He bought the camera in mint condition from a careful owner.,perfect condition,"in pristine or unused condition, as if newly made"
1153,mint,"The watch was mint condition, including original papers and box.",perfect condition,"in pristine or unused condition, as if newly made"
1154,mint,She was delighted to find the first edition in mint condition.,perfect condition,"in pristine or unused condition, as if newly made"
1155,mint,He valued the figurine at a premium because of its mint condition.,perfect condition,"in pristine or unused condition, as if newly made"
1156,fine,She received a fine for parking on a double yellow line.,penalty fee,a sum of money paid as a penalty for breaking a rule or law
1157,fine,He paid the fine at the council office the same afternoon.,penalty fee,a sum of money paid as a penalty for breaking a rule or law
1158,fine,She was issued a fine for speeding on the motorway.,penalty fee,a sum of money paid as a penalty for breaking a rule or law
1159,fine,He contested the fine because the sign was not visible.,penalty fee,a sum of money paid as a penalty for breaking a rule or law
1160,fine,She forgot to renew her licence and received a fine.,penalty fee,a sum of money paid as a penalty for breaking a rule or law
1161,fine,He was fined for dropping litter in the town centre.,penalty fee,a sum of money paid as a penalty for breaking a rule or law
1162,fine,She was issued a fixed penalty fine by the traffic warden.,penalty fee,a sum of money paid as a penalty for breaking a rule or law
1163,fine,He appealed the fine and had it reduced on review.,penalty fee,a sum of money paid as a penalty for breaking a rule or law
1164,fine,She paid the library fine to clear her account.,penalty fee,a sum of money paid as a penalty for breaking a rule or law
1165,fine,He received a fine for failing to display a valid tax disc.,penalty fee,a sum of money paid as a penalty for breaking a rule or law
1166,fine,She was given a fine for using her phone while driving.,penalty fee,a sum of money paid as a penalty for breaking a rule or law
1167,fine,He forgot to pay the fine and received a reminder.,penalty fee,a sum of money paid as a penalty for breaking a rule or law
1168,fine,She thought the fine was excessive for such a minor offence.,penalty fee,a sum of money paid as a penalty for breaking a rule or law
1169,fine,He set up a direct debit to pay the court fine in instalments.,penalty fee,a sum of money paid as a penalty for breaking a rule or law
1170,fine,She was embarrassed to receive a fine in front of her colleagues.,penalty fee,a sum of money paid as a penalty for breaking a rule or law
1171,fine,She admired the fine craftsmanship of the antique cabinet.,of high quality,"of very high quality, skill, or refinement"
1172,fine,He wore a suit of fine Italian wool.,of high quality,"of very high quality, skill, or refinement"
1173,fine,She bought fine china for the dinner party.,of high quality,"of very high quality, skill, or refinement"
1174,fine,He played with fine technique during the recital.,of high quality,"of very high quality, skill, or refinement"
1175,fine,The restaurant served fine cuisine from seasonal ingredients.,of high quality,"of very high quality, skill, or refinement"
1176,fine,She appreciated the fine detail in the embroidery.,of high quality,"of very high quality, skill, or refinement"
1177,fine,He collected fine wines from estates around the world.,of high quality,"of very high quality, skill, or refinement"
1178,fine,She noted the fine balance of flavours in the dish.,of high quality,"of very high quality, skill, or refinement"
1179,fine,He commissioned a fine portrait of the family.,of high quality,"of very high quality, skill, or refinement"
1180,fine,She wrapped the gift in fine tissue paper.,of high quality,"of very high quality, skill, or refinement"
1181,fine,He was known for his fine attention to detail.,of high quality,"of very high quality, skill, or refinement"
1182,fine,She studied fine art at university.,of high quality,"of very high quality, skill, or refinement"
1183,fine,He gave a fine performance that drew a standing ovation.,of high quality,"of very high quality, skill, or refinement"
